16VOR N043.24.16.718 E112.09.40.511
ABVAX N047.27.36.000 E120.35.21.001
ELPUN N046.18.25.999 E121.04.18.001
HL802 N049.00.43.999 E119.54.22.000
HL811 N048.43.26.000 E120.01.50.002
D246F N049.09.45.828 E119.40.54.685
D229F N049.08.16.865 E119.42.21.056
D212F N049.07.08.044 E119.44.23.021
D179F N049.06.12.085 E119.49.29.852
HL30B N049.14.00.830 E119.03.44.060
KAGAK N049.16.00.001 E118.05.60.000
HL901 N049.17.16.001 E119.49.21.000
HL813 N049.13.41.002 E119.03.38.999
HL808 N049.12.51.998 E119.31.04.001
HL30A N048.55.07.990 E120.26.47.990
TEPOD N047.48.06.998 E122.46.09.998
HL903 N049.05.12.001 E120.04.07.000
HL812 N048.54.33.001 E120.26.08.002
D240F N049.09.09.540 E119.41.23.269
D216F N049.07.21.605 E119.43.52.619
D193F N049.06.21.110 E119.47.14.946
D170F N049.06.17.906 E119.50.57.286
D146F N049.07.12.508 E119.54.23.476
D173J N049.02.35.632 E119.53.29.371
D173M N048.59.42.691 E119.54.44.460
D282J N049.12.42.368 E119.34.04.181
MZL N049.19.41.999 E117.38.42.000
IKARU N048.57.19.001 E117.08.58.999
MANLI N049.34.59.999 E117.27.00.000
MZ402 N049.31.18.998 E117.33.02.999
MZ406 N049.25.13.001 E117.35.28.000
MZ308 N049.27.37.001 E117.23.31.999
MZ306 N049.31.35.000 E117.03.33.998
D135T N037.30.48.121 E112.55.06.766
D146T N037.28.21.475 E112.51.23.404
D262T N037.42.12.557 E112.12.08.622
D239T N037.34.38.082 E112.15.31.025
D193T N037.25.24.128 E112.31.34.795
D142T N037.29.04.420 E112.52.38.244
D161T N037.26.00.938 E112.45.30.733
D179T N037.24.54.108 E112.37.32.304
D292T N037.52.28.909 E112.13.46.445
D276T N037.46.58.094 E112.12.02.156
D260T N037.41.17.462 E112.12.19.890
D243T N037.35.54.499 E112.14.37.766
D227T N037.31.15.157 E112.18.44.302
D148T N037.27.56.729 E112.50.35.473
D172T N037.25.05.441 E112.40.40.606
D196T N037.25.41.621 E112.30.09.630
D220T N037.29.38.998 E112.20.51.796
D245T N037.36.16.420 E112.14.24.122
D299T N037.54.40.972 E112.15.06.854
D290T N037.51.43.294 E112.13.24.276
D102T N037.40.37.218 E113.01.53.764
D059T N037.55.05.909 E112.58.58.998
D038T N038.00.42.066 E112.52.44.026
D016T N038.04.05.963 E112.44.18.013
D320T N038.00.08.474 E112.20.47.634
D331T N038.02.20.141 E112.24.47.059
D112T N037.37.27.394 E113.00.39.431
D100T N037.41.28.572 E113.02.06.652
D088T N037.45.38.830 E113.02.28.698
D328T N038.01.49.746 E112.23.42.374
D006T N038.04.46.880 E112.39.57.463
D025T N038.02.57.520 E112.48.05.580
D045T N037.59.07.609 E112.55.00.379
D143T N037.28.49.703 E112.52.13.656
D163T N037.25.45.815 E112.44.32.197
D183T N037.24.55.357 E112.36.00.014
D202T N037.26.24.140 E112.27.36.119
D222T N037.30.01.930 E112.20.18.614
D295T N037.53.18.535 E112.14.13.722
D281T N037.48.45.094 E112.12.22.133
D267T N037.43.58.541 E112.11.56.148
